City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
342,eyl,7.9803,49.8164,27.81,71,7,5.12,SO,1681761426
343,ape,57.5393,26.6929,7.06,84,100,1.14,LV,1681761426
344,kuvshinovo,57.0295,34.1725,4.68,85,84,1.13,RU,1681761427
345,sonoita,31.85,-112.8333,29.12,13,0,7.09,MX,1681761428
346,ust-nera,64.5667,143.2,-12.11,99,96,0.42,RU,1681761428
347,vangaindrano,-23.35,47.6,22.58,82,100,1.49,MG,1681761429
348,constitucion,-35.3333,-72.4167,15.16,55,5,7.91,CL,1681761429
349,sayat,38.7839,63.8803,8.93,27,100,6.78,TM,1681761429
350,lompoc,34.6391,-120.4579,19.45,71,20,11.18,US,1681761429
351,husavik,66.0449,-17.3389,8.06,72,2,7.64,IS,1681761430
352,evensk,61.95,159.2333,0.59,98,100,6.6,RU,1681761430
353,bosorod,45.6833,23.0833,10.05,90,100,1.06,RO,1681761430
354,jeremie,18.65,-74.1167,26.96,75,12,2.66,HT,1681761431
355,chicama,-7.8447,-79.1469,26.3,61,86,5.28,PE,1681761433
356,kirakira,-10.4544,161.9205,25.33,82,85,2.73,SB,1681761434
357,valleyview,55.0667,-117.2859,7.02,57,100,6.17,CA,1681761434
358,mayumba,-3.432,10.6554,26.61,88,99,2.08,GA,1681761434
359,ciudad guayana,8.3533,-62.6528,34.18,51,99,4.06,VE,1681761434
360,ilulissat,69.2167,-51.1,-6.0,85,100,1.95,GL,1681761435
361,prince george,53.9166,-122.753,7.92,51,40,7.72,CA,1681761435
362,okhotsk,59.3833,143.3,-8.81,88,7,4.77,RU,1681761435
363,saint-joseph,-21.3667,55.6167,24.21,81,100,3.16,RE,1681761327
